date,state,cases,deaths
2020-04-04,Georgia,6383,208
2020-04-04,Guam,223,4
2020-04-04,Hawaii,349,3
2020-04-04,Idaho,1076,10
2020-04-04,Illinois,10357,248
2020-04-04,Indiana,3975,136
2020-04-04,Iowa,786,11
2020-04-04,Kansas,702,21
2020-04-04,Kentucky,909,40
2020-04-04,Louisiana,12500,412
2020-04-04,Maine,456,10
2020-04-04,Maryland,3125,54
2020-04-04,Massachusetts,11736,216
2020-04-04,Michigan,14225,541
2020-04-04,Minnesota,865,24
2020-04-04,Mississippi,1455,35
2020-04-04,Missouri,2291,44
2020-04-04,Montana,281,6
2020-04-04,Nebraska,339,8
2020-04-04,Nevada,1758,46
2020-04-04,New Hampshire,621,9
2020-04-04,New Jersey,34124,847
2020-04-04,New Mexico,544,11
2020-04-04,New York,115963,4535
2020-04-04,North Carolina,2402,30
2020-04-04,North Dakota,186,3
2020-04-04,Northern Mariana Islands,8,1
2020-04-04,Ohio,3739,102
2020-04-04,Oklahoma,1159,42
2020-04-04,Oregon,1000,26
2020-04-04,Pennsylvania,10110,140
2020-04-04,Puerto Rico,452,18
2020-04-04,Rhode Island,806,17
2020-04-04,South Carolina,1917,40
2020-04-04,South Dakota,212,2
2020-04-04,Tennessee,3265,47
2020-04-04,Texas,6566,124
2020-04-04,Utah,1426,8
2020-04-04,Vermont,461,20
2020-04-04,Virgin Islands,42,0
2020-04-04,Virginia,2408,52
2020-04-04,Washington,7499,318
2020-04-04,West Virginia,282,2
2020-04-04,Wisconsin,2112,60
2020-04-04,Wyoming,189,0
2020-04-05,Alabama,1840,45
2020-04-05,Alaska,183,4
2020-04-05,Arizona,2269,64
2020-04-05,Arkansas,853,16
2020-04-05,California,15202,351
2020-04-05,Colorado,4950,140
2020-04-05,Connecticut,5675,189
2020-04-05,Delaware,673,14
2020-04-05,District of Columbia,998,22
2020-04-05,Florida,12342,220
2020-04-05,Georgia,6742,219
2020-04-05,Guam,265,4
2020-04-05,Hawaii,369,4
2020-04-05,Idaho,1100,10
2020-04-05,Illinois,11276,283
2020-04-05,Indiana,4437,151
2020-04-05,Iowa,868,22
2020-04-05,Kansas,769,23
2020-04-05,Kentucky,1048,44
2020-04-05,Louisiana,13014,477
2020-04-05,Maine,470,10
2020-04-05,Maryland,3609,68
2020-04-05,Massachusetts,12500,231
2020-04-05,Michigan,15633,617
2020-04-05,Minnesota,935,29
2020-04-05,Mississippi,1638,43
2020-04-05,Missouri,2367,52
2020-04-05,Montana,298,6
2020-04-05,Nebraska,377,8
2020-04-05,Nevada,1880,46
2020-04-05,New Hampshire,669,9
2020-04-05,New Jersey,37505,917
2020-04-05,New Mexico,624,12
2020-04-05,New York,124085,5335
2020-04-05,North Carolina,2585,37
2020-04-05,North Dakota,207,3
2020-04-05,Northern Mariana Islands,8,1
2020-04-05,Ohio,4043,119
2020-04-05,Oklahoma,1251,46
2020-04-05,Oregon,1068,27
2020-04-05,Pennsylvania,11590,159
2020-04-05,Puerto Rico,475,20
2020-04-05,Rhode Island,922,25
2020-04-05,South Carolina,2049,44
2020-04-05,South Dakota,240,2
2020-04-05,Tennessee,3538,50
2020-04-05,Texas,7117,136
2020-04-05,Utah,1618,8
2020-04-05,Vermont,512,22
2020-04-05,Virgin Islands,42,0
2020-04-05,Virginia,2636,52
2020-04-05,Washington,7985,344
2020-04-05,West Virginia,325,3
2020-04-05,Wisconsin,2267,73
2020-04-05,Wyoming,200,0
2020-04-06,Alabama,2005,53
2020-04-06,Alaska,189,4
2020-04-06,Arizona,2466,67
2020-04-06,Arkansas,927,16
2020-04-06,California,16361,386
2020-04-06,Colorado,5172,150
2020-04-06,Connecticut,6906,206
2020-04-06,Delaware,783,15
2020-04-06,District of Columbia,1097,24
2020-04-06,Florida,13621,253
2020-04-06,Georgia,7558,294
2020-04-06,Guam,266,4
2020-04-06,Hawaii,385,5
2020-04-06,Idaho,1170,13
2020-04-06,Illinois,12262,309
2020-04-06,Indiana,4986,171
2020-04-06,Iowa,946,25
2020-04-06,Kansas,854,25
2020-04-06,Kentucky,1057,52
2020-04-06,Louisiana,14867,512
2020-04-06,Maine,499,10
2020-04-06,Maryland,4045,92
2020-04-06,Massachusetts,13837,260
2020-04-06,Michigan,17129,727
2020-04-06,Minnesota,986,30
2020-04-06,Mississippi,1738,51
2020-04-06,Missouri,2722,56
2020-04-06,Montana,319,6
2020-04-06,Nebraska,438,10
2020-04-06,Nevada,1971,58
2020-04-06,New Hampshire,715,9
2020-04-06,New Jersey,41090,1005
2020-04-06,New Mexico,686,12
2020-04-06,New York,133389,6149
2020-04-06,North Carolina,2870,42
2020-04-06,North Dakota,225,3
2020-04-06,Northern Mariana Islands,8,1
2020-04-06,Ohio,4450,142
2020-04-06,Oklahoma,1326,51
2020-04-06,Oregon,1132,29
2020-04-06,Pennsylvania,13075,170
2020-04-06,Puerto Rico,513,21
2020-04-06,Rhode Island,1082,27
2020-04-06,South Carolina,2232,48
2020-04-06,South Dakota,288,4
2020-04-06,Tennessee,3753,65
2020-04-06,Texas,8150,159
2020-04-06,Utah,1662,13
2020-04-06,Vermont,543,23
2020-04-06,Virgin Islands,44,1
2020-04-06,Virginia,2877,54
2020-04-06,Washington,8385,383
2020-04-06,West Virginia,347,4
2020-04-06,Wisconsin,2440,83
2020-04-06,Wyoming,213,0
2020-04-07,Alabama,2197,64
2020-04-07,Alaska,211,4
2020-04-07,Arizona,2577,77
2020-04-07,Arkansas,997,18
2020-04-07,California,17540,447
2020-04-07,Colorado,5429,179
2020-04-07,Connecticut,7781,277
2020-04-07,Delaware,928,16
2020-04-07,District of Columbia,1211,24
2020-04-07,Florida,14739,295
2020-04-07,Georgia,9156,348
2020-04-07,Guam,274,4
2020-04-07,Hawaii,408,5
2020-04-07,Idaho,1210,15
2020-04-07,Illinois,13549,384
2020-04-07,Indiana,5544,208
2020-04-07,Iowa,1048,26
2020-04-07,Kansas,905,30
2020-04-07,Kentucky,1289,66
2020-04-07,Louisiana,16284,582
2020-04-07,Maine,519,12
2020-04-07,Maryland,4371,104
2020-04-07,Massachusetts,15202,356
2020-04-07,Michigan,18851,845
2020-04-07,Minnesota,1069,34
2020-04-07,Mississippi,1915,59
2020-04-07,Missouri,3037,80
2020-04-07,Montana,319,6
2020-04-07,Nebraska,491,12
2020-04-07,Nevada,2101,60
2020-04-07,New Hampshire,747,13
2020-04-07,New Jersey,44416,1232
2020-04-07,New Mexico,794,13
2020-04-07,New York,141703,7185
2020-04-07,North Carolina,3220,50
2020-04-07,North Dakota,237,4
2020-04-07,Northern Mariana Islands,8,2
2020-04-07,Ohio,4783,167
2020-04-07,Oklahoma,1470,67
2020-04-07,Oregon,1181,33
2020-04-07,Pennsylvania,14582,241
2020-04-07,Puerto Rico,573,23
2020-04-07,Rhode Island,1229,30
2020-04-07,South Carolina,2417,51
2020-04-07,South Dakota,320,6
2020-04-07,Tennessee,4010,72
2020-04-07,Texas,8968,177
2020-04-07,Utah,1737,13
2020-04-07,Vermont,575,23
2020-04-07,Virgin Islands,45,1
2020-04-07,Virginia,3332,69
2020-04-07,Washington,8683,409
2020-04-07,West Virginia,413,4
2020-04-07,Wisconsin,2578,94
2020-04-07,Wyoming,221,0
2020-04-08,Alabama,2498,67
2020-04-08,Alaska,224,5
2020-04-08,Arizona,2726,80
2020-04-08,Arkansas,1077,18
2020-04-08,California,19043,506
2020-04-08,Colorado,5655,192
2020-04-08,Connecticut,8781,335
2020-04-08,Delaware,1116,19
2020-04-08,District of Columbia,1440,27
2020-04-08,Florida,15690,322
2020-04-08,Georgia,10204,370
2020-04-08,Guam,409,4
2020-04-08,Hawaii,433,5
2020-04-08,Idaho,1232,19
2020-04-08,Illinois,15078,464
2020-04-08,Indiana,5986,246
2020-04-08,Iowa,1145,27
2020-04-08,Kansas,1055,38
2020-04-08,Kentucky,1393,73
2020-04-08,Louisiana,17030,652
2020-04-08,Maine,537,14
2020-04-08,Maryland,5529,124
2020-04-08,Massachusetts,16790,433
2020-04-08,Michigan,20220,959
2020-04-08,Minnesota,1154,39
2020-04-08,Mississippi,2003,67
2020-04-08,Missouri,3327,86
2020-04-08,Montana,332,6
2020-04-08,Nebraska,538,14
2020-04-08,Nevada,2318,80
2020-04-08,New Hampshire,788,18
2020-04-08,New Jersey,47437,1504
2020-04-08,New Mexico,865,16
2020-04-08,New York,151271,8138
2020-04-08,North Carolina,3423,61
2020-04-08,North Dakota,251,4
2020-04-08,Northern Mariana Islands,11,2
2020-04-08,Ohio,5149,193
2020-04-08,Oklahoma,1523,79
2020-04-08,Oregon,1239,38
2020-04-08,Pennsylvania,16414,313
2020-04-08,Puerto Rico,620,24
2020-04-08,Rhode Island,1450,35
2020-04-08,South Carolina,2552,63
2020-04-08,South Dakota,393,6
2020-04-08,Tennessee,4246,83
2020-04-08,Texas,9897,195
2020-04-08,Utah,1860,13
2020-04-08,Vermont,605,23
2020-04-08,Virgin Islands,46,1
2020-04-08,Virginia,3644,60
2020-04-08,Washington,9098,430
2020-04-08,West Virginia,483,4
2020-04-08,Wisconsin,2756,107
2020-04-08,Wyoming,230,0
2020-04-09,Alabama,2838,78
2020-04-09,Alaska,233,5
2020-04-09,Arizona,3018,89
2020-04-09,Arkansas,1146,21
2020-04-09,California,20191,548
2020-04-09,Colorado,6202,227
2020-04-09,Connecticut,9784,380
2020-04-09,Delaware,1209,23
2020-04-09,District of Columbia,1523,32
2020-04-09,Florida,16819,370
2020-04-09,Georgia,10885,412
2020-04-09,Guam,542,4
2020-04-09,Hawaii,440,6
2020-04-09,Idaho,1366,24
2020-04-09,Illinois,16422,534
2020-04-09,Indiana,6400,295
2020-04-09,Iowa,1270,27
2020-04-09,Kansas,1116,42
2020-04-09,Kentucky,1525,84
2020-04-09,Louisiana,18283,702
2020-04-09,Maine,560,16
2020-04-09,Maryland,6185,139
2020-04-09,Massachusetts,18941,503
2020-04-09,Michigan,21375,1076
2020-04-09,Minnesota,1242,50
2020-04-09,Mississippi,2260,76
2020-04-09,Missouri,3539,94
2020-04-09,Montana,354,6
2020-04-09,Nebraska,594,15
2020-04-09,Nevada,2456,82
2020-04-09,New Hampshire,819,21
2020-04-09,New Jersey,51027,1700
2020-04-09,New Mexico,989,17
2020-04-09,New York,162036,9166
2020-04-09,North Carolina,3651,74
2020-04-09,North Dakota,269,5
2020-04-09,Northern Mariana Islands,11,2
2020-04-09,Ohio,5513,213
2020-04-09,Oklahoma,1683,80
2020-04-09,Oregon,1321,44
2020-04-09,Pennsylvania,18379,344
2020-04-09,Puerto Rico,683,33
2020-04-09,Rhode Island,1727,43
2020-04-09,South Carolina,2792,67
2020-04-09,South Dakota,447,6
2020-04-09,Tennessee,4456,95
2020-04-09,Texas,11372,228
2020-04-09,Utah,1980,13
2020-04-09,Vermont,628,23
2020-04-09,Virgin Islands,50,1
2020-04-09,Virginia,4041,109
2020-04-09,Washington,9609,456
2020-04-09,West Virginia,524,5
2020-04-09,Wisconsin,2885,116
2020-04-09,Wyoming,303,0
2020-04-10,Alabama,3008,80
2020-04-10,Alaska,244,5
2020-04-10,Arizona,3112,97
2020-04-10,Arkansas,1202,24
2020-04-10,California,21366,594
2020-04-10,Colorado,6510,253
2020-04-10,Connecticut,10538,448
2020-04-10,Delaware,1326,32
2020-04-10,District of Columbia,1660,38
2020-04-10,Florida,17960,418
2020-04-10,Georgia,11859,425
2020-04-10,Guam,577,4
2020-04-10,Hawaii,463,8
2020-04-10,Idaho,1425,25
2020-04-10,Illinois,17887,607
2020-04-10,Indiana,6960,353
2020-04-10,Iowa,1388,31
2020-04-10,Kansas,1180,50
2020-04-10,Kentucky,1702,90
2020-04-10,Louisiana,19253,755
2020-04-10,Maine,586,17
2020-04-10,Maryland,6968,172
2020-04-10,Massachusetts,20974,599
2020-04-10,Michigan,22646,1280
2020-04-10,Minnesota,1335,57
2020-04-10,Mississippi,2469,82
2020-04-10,Missouri,3799,105
2020-04-10,Montana,365,6
2020-04-10,Nebraska,678,18
2020-04-10,Nevada,2606,86
2020-04-10,New Hampshire,885,22
2020-04-10,New Jersey,54588,1932
2020-04-10,New Mexico,1090,19
2020-04-10,New York,172830,10162
2020-04-10,North Carolina,3906,78
2020-04-10,North Dakota,278,7
2020-04-10,Northern Mariana Islands,11,2
2020-04-10,Ohio,5879,231
2020-04-10,Oklahoma,1794,88
2020-04-10,Oregon,1371,48
2020-04-10,Pennsylvania,20128,435
2020-04-10,Puerto Rico,725,39
2020-04-10,Rhode Island,2015,49
2020-04-10,South Carolina,3065,72
2020-04-10,South Dakota,536,6
2020-04-10,Tennessee,4793,104
2020-04-10,Texas,12291,249
2020-04-10,Utah,2103,17
2020-04-10,Vermont,679,24
2020-04-10,Virgin Islands,51,1
2020-04-10,Virginia,4509,121
2020-04-10,Washington,9888,483
2020-04-10,West Virginia,537,5
2020-04-10,Wisconsin,3068,131
2020-04-10,Wyoming,320,0
2020-04-11,Alabama,3262,93
2020-04-11,Alaska,255,6
2020-04-11,Arizona,3393,112
2020-04-11,Arkansas,1228,25
2020-04-11,California,22421,632
2020-04-11,Colorado,6893,274
2020-04-11,Connecticut,11510,494
2020-04-11,Delaware,1479,33
2020-04-11,District of Columbia,1778,47
2020-04-11,Florida,18978,445
2020-04-11,Georgia,12261,432
2020-04-11,Guam,681,5
2020-04-11,Hawaii,484,8
2020-04-11,Idaho,1438,27
2020-04-11,Illinois,19180,682
2020-04-11,Indiana,7494,389
2020-04-11,Iowa,1510,34
2020-04-11,Kansas,1282,55
2020-04-11,Kentucky,1851,94
2020-04-11,Louisiana,20014,806
2020-04-11,Maine,616,19
2020-04-11,Maryland,7694,207
2020-04-11,Massachusetts,22860,686
2020-04-11,Michigan,23855,1395
2020-04-11,Minnesota,1427,64
2020-04-11,Mississippi,2642,93
2020-04-11,Missouri,4024,116
2020-04-11,Montana,377,6
2020-04-11,Nebraska,718,18
2020-04-11,Nevada,2720,111
2020-04-11,New Hampshire,929,23
2020-04-11,New Jersey,58151,2183
2020-04-11,New Mexico,1174,20
2020-04-11,New York,182990,11159
2020-04-11,North Carolina,4310,86
2020-04-11,North Dakota,293,7
2020-04-11,Northern Mariana Islands,11,2
2020-04-11,Ohio,6251,247
2020-04-11,Oklahoma,1868,93
2020-04-11,Oregon,1447,51
2020-04-11,Pennsylvania,21774,515
2020-04-11,Puerto Rico,788,42
2020-04-11,Rhode Island,2349,56
2020-04-11,South Carolina,3207,80
2020-04-11,South Dakota,626,6
2020-04-11,Tennessee,4983,107
2020-04-11,Texas,13208,265
2020-04-11,Utah,2208,18
2020-04-11,Vermont,711,24
2020-04-11,Virgin Islands,51,1
2020-04-11,Virginia,5076,130
2020-04-11,Washington,10227,498
2020-04-11,West Virginia,593,6
2020-04-11,Wisconsin,3213,141
2020-04-11,Wyoming,343,0
2020-04-12,Alabama,3583,93
2020-04-12,Alaska,270,6
2020-04-12,Arizona,3539,117
2020-04-12,Arkansas,1280,27
2020-04-12,California,23323,676
2020-04-12,Colorado,7303,290
2020-04-12,Connecticut,12035,554
2020-04-12,Delaware,1625,35
2020-04-12,District of Columbia,1875,50
2020-04-12,Florida,19855,460
2020-04-12,Georgia,12103,438
2020-04-12,Guam,716,5
2020-04-12,Hawaii,497,9
2020-04-12,Idaho,1457,27
2020-04-12,Illinois,20852,727
2020-04-12,Indiana,7990,405
2020-04-12,Iowa,1587,41
2020-04-12,Kansas,1337,56
2020-04-12,Kentucky,1963,98
2020-04-12,Louisiana,20595,840
2020-04-12,Maine,633,19
2020-04-12,Maryland,8225,236
2020-04-12,Massachusetts,25475,756
2020-04-12,Michigan,24496,1488
2020-04-12,Minnesota,1621,70
2020-04-12,Mississippi,2781,96
2020-04-12,Missouri,4160,116
2020-04-12,Montana,387,6
2020-04-12,Nebraska,805,18
2020-04-12,Nevada,2860,113
2020-04-12,New Hampshire,985,23
2020-04-12,New Jersey,61850,2350
2020-04-12,New Mexico,1245,26
2020-04-12,New York,191425,12116
2020-04-12,North Carolina,4520,86
2020-04-12,North Dakota,308,8
2020-04-12,Northern Mariana Islands,11,2
2020-04-12,Ohio,6605,253
2020-04-12,Oklahoma,1970,96
2020-04-12,Oregon,1527,52
2020-04-12,Pennsylvania,22955,525
2020-04-12,Puerto Rico,897,44
2020-04-12,Rhode Island,2665,63
2020-04-12,South Carolina,3319,82
2020-04-12,South Dakota,729,6
2020-04-12,Tennessee,5144,107
2020-04-12,Texas,13776,288
2020-04-12,Utah,2305,18
2020-04-12,Vermont,727,26
2020-04-12,Virgin Islands,51,1
2020-04-12,Virginia,5273,141
2020-04-12,Washington,10414,511
2020-04-12,West Virginia,615,8
2020-04-12,Wisconsin,3341,145
2020-04-12,Wyoming,364,0
2020-04-13,Alabama,3805,104
2020-04-13,Alaska,275,6
2020-04-13,Arizona,3702,122
2020-04-13,Arkansas,1475,30
2020-04-13,California,24334,725
2020-04-13,Colorado,7691,308
2020-04-13,Connecticut,13381,602
2020-04-13,Delaware,1761,41
2020-04-13,District of Columbia,1955,52
2020-04-13,Florida,21011,498
2020-04-13,Georgia,13125,479
2020-04-13,Guam,719,6
2020-04-13,Hawaii,502,9
2020-04-13,Idaho,1499,33
2020-04-13,Illinois,22025,800
2020-04-13,Indiana,8300,414
2020-04-13,Iowa,1710,44
2020-04-13,Kansas,1384,63
2020-04-13,Kentucky,2048,106
2020-04-13,Louisiana,21016,884
2020-04-13,Maine,698,19
2020-04-13,Maryland,8936,262
2020-04-13,Massachusetts,26867,844
2020-04-13,Michigan,25490,1603
2020-04-13,Minnesota,1650,70
2020-04-13,Mississippi,2942,98
2020-04-13,Missouri,4388,136
2020-04-13,Montana,394,7
2020-04-13,Nebraska,870,19
2020-04-13,Nevada,3036,114
2020-04-13,New Hampshire,1020,23
2020-04-13,New Jersey,64584,2443
2020-04-13,New Mexico,1345,31
2020-04-13,New York,197973,12998
2020-04-13,North Carolina,4788,91
2020-04-13,North Dakota,331,9
2020-04-13,Northern Mariana Islands,11,2
2020-04-13,Ohio,6975,274
2020-04-13,Oklahoma,2069,98
2020-04-13,Oregon,1584,53
2020-04-13,Pennsylvania,24295,563
2020-04-13,Puerto Rico,903,45
2020-04-13,Rhode Island,2976,73
2020-04-13,South Carolina,3439,87
2020-04-13,South Dakota,867,6
2020-04-13,Tennessee,5483,114
2020-04-13,Texas,14487,320
2020-04-13,Utah,2368,18
2020-04-13,Vermont,748,27
2020-04-13,Virgin Islands,51,1
2020-04-13,Virginia,5746,149
2020-04-13,Washington,10547,525
2020-04-13,West Virginia,638,9
2020-04-13,Wisconsin,3428,155
2020-04-13,Wyoming,373,1
2020-04-14,Alabama,3953,114
2020-04-14,Alaska,283,7
2020-04-14,Arizona,3806,131
2020-04-14,Arkansas,1498,32
2020-04-14,California,25758,778
2020-04-14,Colorado,7941,329
2020-04-14,Connecticut,13989,671
2020-04-14,Delaware,1926,43
2020-04-14,District of Columbia,2058,67
2020-04-14,Florida,21620,570
2020-04-14,Georgia,13913,517
2020-04-14,Guam,721,6
2020-04-14,Hawaii,511,9
2020-04-14,Idaho,1538,39
2020-04-14,Illinois,23247,878
2020-04-14,Indiana,8598,458
2020-04-14,Iowa,1899,44
2020-04-14,Kansas,1440,69
2020-04-14,Kentucky,2210,115
2020-04-14,Louisiana,21518,1013
2020-04-14,Maine,734,20
2020-04-14,Maryland,9472,302
2020-04-14,Massachusetts,28163,957
2020-04-14,Michigan,26845,1767
2020-04-14,Minnesota,1695,79
2020-04-14,Mississippi,3087,111
2020-04-14,Missouri,4686,151
2020-04-14,Montana,399,7
2020-04-14,Nebraska,930,21
2020-04-14,Nevada,3137,130
2020-04-14,New Hampshire,1091,27
2020-04-14,New Jersey,68824,2805
2020-04-14,New Mexico,1407,36
2020-04-14,New York,205375,14001
2020-04-14,North Carolina,4992,116
2020-04-14,North Dakota,341,9
2020-04-14,Northern Mariana Islands,13,2
2020-04-14,Ohio,7280,324
2020-04-14,Oklahoma,2184,109
2020-04-14,Oregon,1633,55
2020-04-14,Pennsylvania,25591,746
2020-04-14,Puerto Rico,923,45
2020-04-14,Rhode Island,3251,80
2020-04-14,South Carolina,3553,97
2020-04-14,South Dakota,987,6
2020-04-14,Tennessee,5654,123
2020-04-14,Texas,15303,365
2020-04-14,Utah,2420,19
2020-04-14,Vermont,752,28
2020-04-14,Virgin Islands,51,1
2020-04-14,Virginia,6173,154
2020-04-14,Washington,10711,552
2020-04-14,West Virginia,697,10
2020-04-14,Wisconsin,3555,172
2020-04-14,Wyoming,373,1
2020-04-15,Alabama,4241,123
2020-04-15,Alaska,291,7
2020-04-15,Arizona,3962,142
2020-04-15,Arkansas,1599,34
2020-04-15,California,27107,885
2020-04-15,Colorado,8280,355
2020-04-15,Connecticut,14755,868
2020-04-15,Delaware,2014,46
2020-04-15,District of Columbia,2197,72
2020-04-15,Florida,22526,613
2020-04-15,Georgia,14583,569
2020-04-15,Guam,750,6
2020-04-15,Hawaii,524,9
2020-04-15,Idaho,1587,41
2020-04-15,Illinois,24593,958
2020-04-15,Indiana,9030,511
2020-04-15,Iowa,1995,53
2020-04-15,Kansas,1503,76
2020-04-15,Kentucky,2295,124
2020-04-15,Louisiana,21951,1103
2020-04-15,Maine,770,24
2020-04-15,Maryland,10096,413
2020-04-15,Massachusetts,29918,1108
2020-04-15,Michigan,27894,1920
2020-04-15,Minnesota,1809,87
2020-04-15,Mississippi,3360,122
2020-04-15,Missouri,4895,164
2020-04-15,Montana,404,7
2020-04-15,Nebraska,994,22
2020-04-15,Nevada,3212,137
2020-04-15,New Hampshire,1139,32
2020-04-15,New Jersey,71030,3156
2020-04-15,New Mexico,1484,36
2020-04-15,New York,217130,14937
2020-04-15,North Carolina,5123,128
2020-04-15,North Dakota,365,9
2020-04-15,Northern Mariana Islands,13,2
2020-04-15,Ohio,7791,361
2020-04-15,Oklahoma,2263,123
2020-04-15,Oregon,1663,58
2020-04-15,Pennsylvania,26804,833
2020-04-15,Puerto Rico,974,51
2020-04-15,Rhode Island,3529,87
2020-04-15,South Carolina,3656,107
2020-04-15,South Dakota,1168,6
2020-04-15,Tennessee,5864,135
2020-04-15,Texas,16106,395
2020-04-15,Utah,2549,20
2020-04-15,Vermont,759,29
2020-04-15,Virgin Islands,51,1
2020-04-15,Virginia,6502,195
2020-04-15,Washington,10806,572
2020-04-15,West Virginia,725,12
2020-04-15,Wisconsin,3721,184
2020-04-15,Wyoming,392,2
2020-04-16,Alabama,4404,137
2020-04-16,Alaska,298,7
2020-04-16,Arizona,4234,152
2020-04-16,Arkansas,1620,37
2020-04-16,California,28142,971
2020-04-16,Colorado,8675,374
2020-04-16,Connecticut,15884,971
2020-04-16,Delaware,2075,52
2020-04-16,District of Columbia,2350,81
2020-04-16,Florida,23332,667
2020-04-16,Georgia,15644,611
2020-04-16,Guam,790,6
2020-04-16,Hawaii,535,9
2020-04-16,Idaho,1609,41
2020-04-16,Illinois,25734,1081
2020-04-16,Indiana,9619,554
2020-04-16,Iowa,2141,60
2020-04-16,Kansas,1595,80
2020-04-16,Kentucky,2429,131
2020-04-16,Louisiana,22532,1156
2020-04-16,Maine,796,27
2020-04-16,Maryland,10851,459
2020-04-16,Massachusetts,32181,1245
2020-04-16,Michigan,29120,2092
2020-04-16,Minnesota,1912,94
2020-04-16,Mississippi,3624,129
2020-04-16,Missouri,5111,170
2020-04-16,Montana,415,7
2020-04-16,Nebraska,1094,24
2020-04-16,Nevada,3321,142
2020-04-16,New Hampshire,1211,34
2020-04-16,New Jersey,75317,3518
2020-04-16,New Mexico,1597,44
2020-04-16,New York,225761,15669
2020-04-16,North Carolina,5463,140
2020-04-16,North Dakota,393,9
2020-04-16,Northern Mariana Islands,13,2
2020-04-16,Ohio,8414,389
2020-04-16,Oklahoma,2357,131
2020-04-16,Oregon,1736,64
2020-04-16,Pennsylvania,28314,940
2020-04-16,Puerto Rico,1043,56
2020-04-16,Rhode Island,3838,105
2020-04-16,South Carolina,3931,109
2020-04-16,South Dakota,1311,7
2020-04-16,Tennessee,6077,142
2020-04-16,Texas,16928,428
2020-04-16,Utah,2687,21
2020-04-16,Vermont,768,34
2020-04-16,Virgin Islands,51,2
2020-04-16,Virginia,6891,208
2020-04-16,Washington,11180,588
2020-04-16,West Virginia,739,13
2020-04-16,Wisconsin,3875,197
2020-04-16,Wyoming,393,2
2020-04-17,Alabama,4572,151
2020-04-17,Alaska,307,7
2020-04-17,Arizona,4507,174
2020-04-17,Arkansas,1695,37
2020-04-17,California,29398,1050
2020-04-17,Colorado,9047,389
2020-04-17,Connecticut,16809,1036
2020-04-17,Delaware,2323,61
2020-04-17,District of Columbia,2476,86
2020-04-17,Florida,24745,725
2020-04-17,Georgia,16658,661
2020-04-17,Guam,796,6
2020-04-17,Hawaii,547,9
2020-04-17,Idaho,1655,43
2020-04-17,Illinois,27575,1142
2020-04-17,Indiana,10235,599
2020-04-17,Iowa,2332,64
2020-04-17,Kansas,1732,84
2020-04-17,Kentucky,2522,140
2020-04-17,Louisiana,23118,1213
2020-04-17,Maine,827,29
2020-04-17,Maryland,11641,494
2020-04-17,Massachusetts,34402,1404
2020-04-17,Michigan,29954,2227
2020-04-17,Minnesota,2071,111
2020-04-17,Mississippi,3793,140
2020-04-17,Missouri,5283,184
2020-04-17,Montana,422,8
2020-04-17,Nebraska,1216,24
2020-04-17,Nevada,3524,151
2020-04-17,New Hampshire,1287,37
2020-04-17,New Jersey,78467,3840
2020-04-17,New Mexico,1711,51
2020-04-17,New York,233293,16473
2020-04-17,North Carolina,5859,159
2020-04-17,North Dakota,439,9
2020-04-17,Northern Mariana Islands,14,2
2020-04-17,Ohio,9107,418
2020-04-17,Oklahoma,2465,136
2020-04-17,Oregon,1785,70
2020-04-17,Pennsylvania,30121,1027
2020-04-17,Puerto Rico,1068,58
2020-04-17,Rhode Island,4177,118
2020-04-17,South Carolina,4086,116
2020-04-17,South Dakota,1411,7
2020-04-17,Tennessee,6423,146
2020-04-17,Texas,18131,461
2020-04-17,Utah,2813,23
2020-04-17,Vermont,779,34
2020-04-17,Virgin Islands,53,3
2020-04-17,Virginia,7492,238
2020-04-17,Washington,11479,610
2020-04-17,West Virginia,776,16
2020-04-17,Wisconsin,4045,205
2020-04-17,Wyoming,401,2
2020-04-18,Alabama,4723,147
2020-04-18,Alaska,312,7
2020-04-18,Arizona,4719,181
2020-04-18,Arkansas,1777,38
2020-04-18,California,30829,1146
2020-04-18,Colorado,9433,409
2020-04-18,Connecticut,17550,1086
2020-04-18,Delaware,2538,67
2020-04-18,District of Columbia,2666,91
2020-04-18,Florida,25484,747
2020-04-18,Georgia,17014,670
2020-04-18,Guam,805,6
2020-04-18,Hawaii,568,9
2020-04-18,Idaho,1668,44
2020-04-18,Illinois,29160,1272
2020-04-18,Indiana,10730,633
2020-04-18,Iowa,2513,74
2020-04-18,Kansas,1820,86
2020-04-18,Kentucky,2707,145
2020-04-18,Louisiana,23580,1267
2020-04-18,Maine,847,32
2020-04-18,Maryland,12379,534
2020-04-18,Massachusetts,36372,1560
2020-04-18,Michigan,30718,2307
2020-04-18,Minnesota,2213,121
2020-04-18,Mississippi,3974,152
2020-04-18,Missouri,5517,194
2020-04-18,Montana,426,10
2020-04-18,Nebraska,1348,28
2020-04-18,Nevada,3626,155
2020-04-18,New Hampshire,1342,38
2020-04-18,New Jersey,81420,4070
2020-04-18,New Mexico,1798,53
2020-04-18,New York,240542,17141
2020-04-18,North Carolina,6140,175
2020-04-18,North Dakota,528,9
2020-04-18,Northern Mariana Islands,14,2
2020-04-18,Ohio,10222,451
2020-04-18,Oklahoma,2570,139
2020-04-18,Oregon,1844,72
2020-04-18,Pennsylvania,31742,1150
2020-04-18,Puerto Rico,1118,60
2020-04-18,Rhode Island,4491,137
2020-04-18,South Carolina,4246,119
2020-04-18,South Dakota,1541,7
